SpeciesAuthor,Authors,Journal,YearPublication,DOI.ISBN,Continent,Country,MatrixPopulation,Lat,Lon,Lat_Corr,Lon_Corr,Coord_Comment,Ecoregion,Ecoregion_Corr,Ecoregion_Comment
Cirsium_pitcheri_8,Jolls; Marik; Hamze; Havens,Biol Cons,2015,10.1016/j.biocon.2015.04.006,N America,USA,Wilderness State Park,45.717,-84.934,NA,NA,NA,TBM,NA,NA
Horkelia_congesta,Kaye; Benfield,Report,2004,NA,N America,USA,Long Tom ACEC,44.134,-123.285,NA,NA,NA,TGS,NA,NA
Astragalus_tyghensis,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,Site 4,45.167,-121.317,45.159652,-121.310109,from Ellis et al 2012,TGS,NA,NA
Astragalus_tyghensis,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,Site 10,45.167,-121.317,45.162175,-121.310101,from Ellis et al 2012,TGS,NA,NA
Astragalus_tyghensis,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,Site 13,45.150,-121.317,45.153155,-121.322459,from Ellis et al 2012,TGS,NA,NA
Astragalus_tyghensis,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,Site 25,45.233,-121.183,45.231896,-121.177458,from Ellis et al 2012,TGS,NA,NA
Astragalus_tyghensis,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,Site 41,45.250,-121.100,45.243853,-121.095479,from Ellis et al 2012,TGS,NA,NA
Haplopappus_radiatus,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,1in,44.413,-117.300,44.4125,-117.320934,from Ellis et al 2012,DES,NA,NA
Haplopappus_radiatus,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,2in,44.400,-117.300,44.411729,-117.310928,from Ellis et al 2012,DES,NA,NA
Haplopappus_radiatus,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,3in,44.400,-117.300,44.479266,-117.326394,from Ellis et al 2012,DES,NA,NA
Haplopappus_radiatus,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,4in,44.400,-117.300,44.475962,-117.333591,from Ellis et al 2012,DES,NA,NA
Haplopappus_radiatus,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,5in,44.400,-117.300,44.475962,-117.333591,from Ellis et al 2012,DES,NA,NA
Haplopappus_radiatus,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,1out,44.400,-117.300,44.4125,-117.320934,from Ellis et al 2012,DES,NA,NA
Haplopappus_radiatus,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,2out,44.400,-117.300,44.411729,-117.310928,from Ellis et al 2012,DES,NA,NA
Haplopappus_radiatus,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,3out,44.400,-117.300,44.479266,-117.326394,from Ellis et al 2012,DES,NA,NA
Haplopappus_radiatus,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,4out,44.400,-117.300,44.475962,-117.333591,from Ellis et al 2012,DES,NA,NA
Haplopappus_radiatus,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,5out,44.400,-117.300,44.475962,-117.333591,from Ellis et al 2012,DES,NA,NA
Lomatium_bradshawii,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,Long Tom,44.150,-123.300,NA,NA,same as paper,TCF,NA,NA
Lomatium_bradshawii,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,Rose Prairie 0,44.083,-123.250,NA,NA,same as paper,TCF,NA,NA
Lomatium_bradshawii,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,Rose Prairie 1,44.083,-123.250,NA,NA,same as paper,TCF,NA,NA
Lomatium_bradshawii,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,Rose Prairie 2,44.083,-123.250,NA,NA,same as paper,TCF,NA,NA
Lomatium_bradshawii,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,Fisher Butte 0,44.050,-123.250,NA,NA,same as paper,TCF,NA,NA
Lomatium_bradshawii,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,Fisher Butte 1,44.050,-123.250,NA,NA,same as paper,TCF,NA,NA
Lomatium_bradshawii,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,Fisher Butte 2,44.050,-123.250,NA,NA,same as paper,TCF,NA,NA
Lomatium_cookii,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,Middle,42.100,-123.633,NA,NA,matches Fig 2 in paper,TGS,NA,NA
Lomatium_cookii,Kaye; Pyke,Ecology,2003,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,N America,USA,South,42.100,-123.633,NA,NA,matches Fig 2 in paper,TGS,NA,NA
Astragalus_scaphoides,Lesica,Great Bas Nat,1995,10.2307/2445615,N America,USA,Sheep Corral Gulch,45.000,-113.700,NA,NA,very close to values in Ellis et al 2012,DES,NA,NA
Astragalus_scaphoides,Lesica,Great Bas Nat,1995,10.2307/2445615,N America,USA,Haynes Creek,45.067,-113.017,NA,NA,very close to values in Ellis et al 2012,DES,NA,NA
Silene_spaldingii,Lesica; Crone,J Ecol,2007,10.1111/j.1365-2745.2007.01291.x,N America,USA,Eureka,48.967,-115.050,NA,NA,NA,TCF,NA,NA
Arabis_fecunda,Lesica; Shelly,Am J Bot,1995,10.2307/2445615,N America,USA,Charleys Gulch,46.251,-114.017,NA,NA,very close to values in Ellis et al 2012,TGS,NA,NA
Arabis_fecunda,Lesica; Shelly,Am J Bot,1995,10.2307/2445615,N America,USA,Lime Gulch,45.385,-112.801,NA,NA,very close to values in Ellis et al 2012,TGS,NA,NA
Arabis_fecunda,Lesica; Shelly,Am J Bot,1995,10.2307/2445615,N America,USA,Vipond park,45.684,-112.867,NA,NA,very close to values in Ellis et al 2012,TGS,NA,NA
Purshia_subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,Cons Biol,2006,10.1111/j.1523-1739.2006.00272.x,N America,USA,Moist,34.733,-111.983,34.734,-111.989,estimated from Fig 1 and Google Maps,DES,NA,NA
Purshia_subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,Cons Biol,2006,10.1111/j.1523-1739.2006.00272.x,N America,USA,Dry,34.733,-111.983,34.748,-111.988,estimated from Fig 1 and Google Maps,DES,NA,NA
Astragalus_cremnophylax_var._cremnophylax,Maschinski; Frye; Rutman,Cons Biol,1997,10.1046/j.1523-1739.1997.96159.x,N America,USA,Grand Canyon National Park,36.101,-112.101,NA,NA,"no coords in paper, but looks fine",DES,NA,NA
Eryngium_cuneifolium,Menges; Quintana-Ascencio,Ecol Monog,2004,10.1890/03-4029,N America,USA,16,27.133,-81.350,27.18405761,-81.36522783,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Eryngium_cuneifolium,Menges; Quintana-Ascencio,Ecol Monog,2004,10.1890/03-4029,N America,USA,45,27.133,-81.350,27.18256978,-81.3644392,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Eryngium_cuneifolium,Menges; Quintana-Ascencio,Ecol Monog,2004,10.1890/03-4029,N America,USA,54,27.133,-81.350,27.13937718,-81.35721645,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Eryngium_cuneifolium,Menges; Quintana-Ascencio,Ecol Monog,2004,10.1890/03-4029,N America,USA,57,27.133,-81.350,27.13751443,-81.36065195,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Eryngium_cuneifolium,Menges; Quintana-Ascencio,Ecol Monog,2004,10.1890/03-4029,N America,USA,70,27.133,-81.350,27.13061319,-81.35655261,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Eryngium_cuneifolium,Menges; Quintana-Ascencio,Ecol Monog,2004,10.1890/03-4029,N America,USA,72,27.133,-81.350,27.12930263,-81.35777337,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Eryngium_cuneifolium,Menges; Quintana-Ascencio,Ecol Monog,2004,10.1890/03-4029,N America,USA,85,27.133,-81.350,27.12618444,-81.35876721,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Eryngium_cuneifolium,Menges; Quintana-Ascencio,Ecol Monog,2004,10.1890/03-4029,N America,USA,91,27.133,-81.350,27.12328133,-81.3620501,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Dicerandra_frutescens,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,2006,10.1016/j.biocon.2005.08.002,N America,USA,Fireline Edge 1 (Pop 0),27.151,-81.351,,,,TCF,NA,NA
Dicerandra_frutescens,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,2006,10.1016/j.biocon.2005.08.002,N America,USA,Fireline Edge 2 (Pop 11),27.151,-81.351,,,,TCF,NA,NA
Dicerandra_frutescens,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,2006,10.1016/j.biocon.2005.08.002,N America,USA,Sand pine scrub 1 (Pop 2),27.151,-81.351,,,,TCF,NA,NA
Dicerandra_frutescens,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,2006,10.1016/j.biocon.2005.08.002,N America,USA,Sand pine scrub 2 (Pop 4),27.151,-81.351,,,,TCF,NA,NA
Dicerandra_frutescens,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,2006,10.1016/j.biocon.2005.08.002,N America,USA,Oak-hickory scrub 1 (Pop 10),27.151,-81.351,,,,TCF,NA,NA
Dicerandra_frutescens,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,2006,10.1016/j.biocon.2005.08.002,N America,USA,Oak-hickory scrub 3 (Pop 19),27.151,-81.351,,,,TCF,NA,NA
Dicerandra_frutescens,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,2006,10.1016/j.biocon.2005.08.002,N America,USA,Yard Edge (Pop 24),27.151,-81.351,,,,TCF,NA,NA
Dicerandra_frutescens,Menges; Quintana-Ascencio; Weekley; Gaoue,Biol Cons,2006,10.1016/j.biocon.2005.08.002,N America,USA,Oak-hickory scrub 2 (Pop 12),27.151,-81.351,,,,TCF,NA,NA
Silene_acaulis,Morris; Doak,Am J Bot,1998,NA,N America,USA,Campion Crest,61.550,-142.817,NA,NA,omit b/c alpine/tundra?,BOR,NA,NA
Silene_acaulis,Morris; Doak,Am J Bot,1998,NA,N America,USA,Gulch,61.483,-142.883,NA,NA,omit b/c alpine/tundra?,BOR,NA,NA
Silene_acaulis,Morris; Doak,Am J Bot,1998,NA,N America,USA,Pass,61.550,-142.833,NA,NA,omit b/c alpine/tundra?,BOR,NA,NA
Silene_acaulis,Morris; Doak,Am J Bot,1998,NA,N America,USA,Rock Glacier,61.550,-142.833,NA,NA,omit b/c alpine/tundra?,BOR,NA,NA
Silene_acaulis,Morris; Doak,Am J Bot,1998,NA,N America,USA,Ridge,61.550,-142.817,NA,NA,omit b/c alpine/tundra?,BOR,NA,NA
Pyrrocoma_radiata,Pfingsten,PhD thesis,2013,NA,N America,USA,South-facing slope,44.401,-117.317,44.412,-117.322,values in Table 1 of thesis,DES,NA,NA
Pyrrocoma_radiata,Pfingsten,PhD thesis,2013,NA,N America,USA,"Gentle, east-facing slope",44.401,-117.301,44.412,-117.313,values in Table 1 of thesis,DES,NA,NA
Pyrrocoma_radiata,Pfingsten,PhD thesis,2013,NA,N America,USA,"Gentle, west-facing slope",44.468,-117.318,44.479,-117.327,values in Table 1 of thesis,DES,NA,NA
Pyrrocoma_radiata,Pfingsten,PhD thesis,2013,NA,N America,USA,West-facing slope,44.468,-117.318,44.476,-117.333,values in Table 1 of thesis,DES,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site1; > 21 years after fire,27.167,-81.350,27.20056086,-81.35567546,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site29; 9-10 years after fire,27.167,-81.350,27.16337004,-81.36354982,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site29; 10-11 years after fire,27.167,-81.350,27.16337004,-81.36354982,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site29; 11-12 years after fire,27.167,-81.350,27.16337004,-81.36354982,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site29; 12-13 years after fire,27.167,-81.350,27.16337004,-81.36354982,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site29; 13-14 years after fire,27.167,-81.350,27.16337004,-81.36354982,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site32;  > 21 years after fire,27.167,-81.350,27.16045686,-81.36274318,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site32; 1-2 years after fire,27.167,-81.350,27.16045686,-81.36274318,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site32; 2-3 years after fire,27.167,-81.350,27.16045686,-81.36274318,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site42; 2-3 years after fire,27.167,-81.350,27.14598277,-81.36456851,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site42;  3-4 years after fire,27.167,-81.350,27.14598277,-81.36456851,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site42;  4-5 years after fire,27.167,-81.350,27.14598277,-81.36456851,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site42; 5-6 years after fire,27.167,-81.350,27.14598277,-81.36456851,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site42; 6-7 years after fire,27.167,-81.350,27.14598277,-81.36456851,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site45; 8-9 years after fire,27.167,-81.350,27.18256978,-81.3644392,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site45;  9-10 years after fire,27.167,-81.350,27.18256978,-81.3644392,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site45;  10-11 years after fire,27.167,-81.350,27.18256978,-81.3644392,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site45; 11-12 years after fire,27.167,-81.350,27.18256978,-81.3644392,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site45; 12-13 years after fire,27.167,-81.350,27.18256978,-81.3644392,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site50; 2-3 years after fire,27.167,-81.350,27.13959375,-81.36304533,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site50; 3-4 years after fire,27.167,-81.350,27.13959375,-81.36304533,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site50;  4-5 years after fire,27.167,-81.350,27.13959375,-81.36304533,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site50; 5-6 years after fire,27.167,-81.350,27.13959375,-81.36304533,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site50; 6-7 years after fire,27.167,-81.350,27.13959375,-81.36304533,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site57; 2-3 years after fire,27.167,-81.350,27.13751443,-81.36065195,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site57; 3-4 years after fire,27.167,-81.350,27.13751443,-81.36065195,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site57;  4-5 years after fire,27.167,-81.350,27.13751443,-81.36065195,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site57; 5-6 years after fire,27.167,-81.350,27.13751443,-81.36065195,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site57; 6-7 years after fire,27.167,-81.350,27.13751443,-81.36065195,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site59;  > 21 years after fire,27.167,-81.350,27.13591948,-81.36525318,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site62;  > 21 years after fire,27.167,-81.350,27.13522067,-81.35935104,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site67;  8 - 9 years after fire,27.167,-81.350,27.13157281,-81.3598433,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site67;  9 - 10 years after fire,27.167,-81.350,27.13157281,-81.3598433,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site67;  10 - 11 years after fire,27.167,-81.350,27.13157281,-81.3598433,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site67;  11 - 12 years after fire,27.167,-81.350,27.13157281,-81.3598433,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site67; 12 - 13 years after fire,27.167,-81.350,27.13157281,-81.3598433,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site87;  9 - 10 years after fire,27.167,-81.350,27.12516283,-81.35718955,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site87;  10 -  11 years after fire,27.167,-81.350,27.12516283,-81.35718955,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site87;  11 - 12 years after fire,27.167,-81.350,27.12516283,-81.35718955,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site87;  12 - 13 years after fire,27.167,-81.350,27.12516283,-81.35718955,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site87;  13 - 14 years after fire,27.167,-81.350,27.12516283,-81.35718955,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site88;  8 - 9 years after fire,27.167,-81.350,27.12557736,-81.36033539,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site88;  9 - 10 years after fire,27.167,-81.350,27.12557736,-81.36033539,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site88;  10 - 11 years after fire,27.167,-81.350,27.12557736,-81.36033539,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site88;  11 - 12 years after fire,27.167,-81.350,27.12557736,-81.36033539,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site88;  12 - 13 years after fire,27.167,-81.350,27.12557736,-81.36033539,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site91;  8 - 9 years after fire,27.167,-81.350,27.12328133,-81.3620501,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
